Date,Price
1988-08-24,0.9517977237701416
1988-08-25,0.9561834335327148
1988-08-26,0.9459490180015564
1988-08-29,0.9503356218338012
1988-08-30,0.944486916065216
1988-08-31,0.9474117755889891
1988-09-01,0.9415632486343384
1988-09-02,0.9591078162193298
1988-09-06,0.9737284779548644
1988-09-07,0.986886739730835
1988-09-08,0.9883490800857544
1988-09-09,0.9825006723403932
1988-09-12,0.9810387492179872
1988-09-13,0.9766523241996764
1988-09-14,0.992734670639038
1988-09-15,0.986886739730835
1988-09-16,0.9912728071212769
1988-09-19,0.9854249358177184
1988-09-20,0.989810347557068
1988-09-21,0.9971213936805724
1988-09-22,0.989810347557068
1988-09-23,0.9956589341163636
1988-09-26,0.992734670639038
1988-09-27,0.9941967725753784
1988-09-28,0.9985830187797546
1988-09-29,1.0044317245483398
1988-09-30,1.0044317245483398
1988-10-03,1.0073552131652832
1988-10-04,1.00150728225708
1988-10-05,1.0044317245483398
1988-10-06,1.0044317245483398
1988-10-07,1.0205143690109253
1988-10-10,1.021976113319397
1988-10-11,1.0132033824920654
1988-10-12,0.9941967725753784
1988-10-13,1.005893588066101
1988-10-14,1.0088179111480713
1988-10-17,1.0102803707122805
1988-10-18,1.0132033824920654
1988-10-19,1.0102803707122805
1988-10-20,1.0292867422103882
1988-10-21,1.0307481288909912
1988-10-24,1.017590045928955
1988-10-25,1.0234386920928955
1988-10-26,1.021976113319397
1988-10-27,1.0102803707122805
1988-10-28,1.017590045928955
1988-10-31,1.017590045928955
1988-11-01,1.0205143690109253
1988-11-02,1.0234386920928955
1988-11-03,1.0190519094467163
1988-11-04,1.0132033824920654
1988-11-07,1.0044317245483398
1988-11-08,1.0117415189743042
1988-11-09,1.0073552131652832
1988-11-10,1.0073552131652832
1988-11-11,0.986886739730835
1988-11-14,0.9781144857406616
1988-11-15,0.9722664952278136
1988-11-16,1.0468604564666748
1988-11-17,1.064659595489502
1988-11-18,1.077603459358215
1988-11-21,1.0824575424194336
1988-11-22,1.09216570854187
1988-11-23,1.09216570854187
1988-11-25,1.0711312294006348
1988-11-28,1.087311625480652
1988-11-29,1.10996413230896
1988-11-30,1.1131998300552368
1988-12-01,1.1034917831420898
1988-12-02,1.0970197916030884
1988-12-05,1.106727957725525
1988-12-06,1.121289849281311
1988-12-07,1.1293803453445437
1988-12-08,1.1196720600128174
1988-12-09,1.1261436939239502
1988-12-12,1.10996413230896
1988-12-13,1.1083457469940186
1988-12-14,1.100255846977234
1988-12-15,1.101873755455017
1988-12-16,1.10996413230896
1988-12-19,1.1261436939239502
1988-12-20,1.1083457469940186
1988-12-21,1.1034917831420898
1988-12-22,1.0986378192901611
1988-12-23,1.1034917831420898
1988-12-27,1.095401644706726
1988-12-28,1.0970197916030884
1988-12-29,1.1115822792053225
1988-12-30,1.101873755455017
1989-01-03,1.0824575424194336
1989-01-04,1.1034917831420898
1989-01-05,1.10996413230896
1989-01-06,1.1083457469940186
1989-01-09,1.106727957725525
1989-01-10,1.0970197916030884
1989-01-11,1.101873755455017
1989-01-12,1.0937837362289429
1989-01-13,1.0937837362289429
1989-01-16,1.1051100492477417
1989-01-17,1.10996413230896
1989-01-18,1.121289849281311
1989-01-19,1.1131998300552368
1989-01-20,1.1148179769515991
1989-01-23,1.106727957725525
1989-01-24,1.1261436939239502
1989-01-25,1.121289849281311
1989-01-26,1.1374696493148804
1989-01-27,1.1746845245361328
1989-01-30,1.1698306798934937
1989-01-31,1.1860105991363523
1989-02-01,1.1730670928955078
1989-02-02,1.1665947437286377
1989-02-03,1.1714493036270142
1989-02-06,1.1698306798934937
1989-02-07,1.1827744245529177
1989-02-08,1.1843928098678589
1989-02-09,1.1649770736694336
1989-02-10,1.1455601453781128
1989-02-13,1.1520326137542725
1989-02-14,1.258900761604309
1989-02-15,1.276681900024414
1989-02-16,1.2731263637542725
1989-02-17,1.2855726480484009
1989-02-21,1.2713477611541748
1989-02-22,1.2411199808120728
1989-02-23,1.2428977489471436
1989-02-24,1.2268953323364258
1989-02-27,1.2357856035232544
1989-02-28,1.2251170873641968
1989-03-01,1.2180047035217283
1989-03-02,1.2322291135787964
1989-03-03,1.239342212677002
1989-03-06,1.2428977489471436
